,news_title,time,news_theme
1266,1266,1266,【#中国女足在澳洲被隔离14天#，曾到过武汉，出征澳洲前检测为阴性】据7 News报道，29日，中国国家女子足球队及工作团队共32人，在抵达澳洲后被隔离，直到2月5日，目前住在布里斯班的一家酒店。报道称中国女足曾到过武汉，中国足协称全队接受了新型冠状病毒试剂盒检测，结果均为阴性。@时差视频 展开全文c
1267,1267,1267,"【#广东5名感染境外人士将受同等待遇#】1月29日，广东省新闻通报会上，广东省卫健委副主任陈祝生表示，目前省内已确诊5名境外新型冠状病毒感染肺炎病例，其中两名香港籍人士、两名澳大利亚籍人士以及一名巴基斯坦留学生。
据介绍，广州发现1例巴基斯坦确诊病例，是来自巴基斯坦的留学生，在武汉读大学 展开全文c"
1268,1268,1268,"#宋茜# NH 部分实绩，pljj好能打🐮不仅爱豆时代优秀，演员@宋茜 今年主演热播剧《下一站是幸福》今年首个双网三域收视破2上星剧
期待新剧《心跳源计划（掮客）》裘佳宁、《他其实没有那么爱你》孙艺荷
#30天安利宋茜#星闻揭秘"
1269,1269,1269,#一周前 一周后#8分钟懒人床上运动，不出门更要运动起来，避免节后体重暴涨，动起来～🏊‍♀️ （来源@周六野Zoey ）
1270,1270,1270,#钟南山院士公布研究最新成果# 【钟南山院士：已开发快速检测试纸、恒温扩增芯片两个新方法 助力新冠病例的诊断和鉴别】复旦大学附属华山医院旗下的“华山感染”公众号携手《医道》、《医界》举办的首届新冠肺炎多学科线上论坛“走出至暗时刻”于3月7日落幕。钟南山院士在本次论坛上独家发布了其最新的 展开全文c
1271,1271,1271,#新冠肺炎最新动态# 【#四川出现首例死亡病例#】1月29日，四川省医疗救治专家组就当前全省新型冠状病毒感染的肺炎危重、重症、第一例痊愈病例、第一例解除隔离的危重病例和第一例死亡病例进行了讨论分析。从病例情况分析看，高龄危重、重症患者一般都伴有其他基础性疾病，如高血压、糖尿病、冠心病等， 展开全文c
1272,1272,1272,【应对返工返学返岗高峰，温州全力加大查控力度】民营经济发达、外来务工人员众多的浙江温州迎来返工返学返岗高峰。目前，当地防疫形势仍然严峻，城区处于封闭状态。2月9日下午，记者在温州南高速出口直击防控检查情况。 L澎湃新闻的微博视频 .
1273,1273,1273,"【体育总局：北京冬奥会筹备正有序推进 未受疫情更多影响】中国国务院联防联控机制于2月26日15时召开新闻发布会，介绍加大力度帮扶住宿餐饮、文体旅游等受疫情影响严重行业工作情况。

有记者提问：“受疫情影响，北京冬奥会的首场测试赛取消了，这对后续测试赛是否有影响？明年集中办测试赛是否来得及 展开全文c"
1274,1274,1274,【张文宏：第二战场开打，国际战疫动态与展望】复旦大学附属华山医院感染科主任张文宏认为，后续中国仍然面临较大的输入性风险。按照当前全球的抗疫情况，这场疫情是否能够在今年夏天结束仍然是一个未知数，其中最大的制约因素就在意大利与伊朗等国家。如果这些国家的疫情继续纵深演化，那么新冠的跨年 展开全文c
1275,1275,1275,【#韩确诊男子6天内走遍首尔京畿地区#，长时间逗留餐厅酒店】#周刊君与你共同战疫# 韩国第三名新型冠状病毒肺炎确诊者为54岁韩国男性，常住武汉，于1月20日从仁川入境，25日被确诊。韩国政府28日确认，在韩6天间，他多次往返首尔及京畿地区，访问过汉江沿线、整形医院、多家餐厅、咖啡店、便利店及酒店 展开全文c
1276,1276,1276,#宋威龙谭松韵新戏路透#哈哈哈哈哈我这几天看下一站是幸福上头了 也太甜了吧！！！ #下一站是幸福#
1277,1277,1277,【女子出境游丢掉衣服，腾出行李箱装5800个口罩：运回国免费发放！】1月26日，四川隆昌某医院员工陈雪燕在尼泊尔旅游时，看到单位工作群说口罩紧缺，当即决定带口罩回国免费发。她跑遍了宾馆附近的药店，买到5800只口罩，然后丢掉衣服腾空行李箱来装，带回了满满4大包。回国后，陈雪燕把口罩发放 展开全文c
1278,1278,1278,【太暖了！#货车司机给收费员送防护手套#】“拿着！你们比我更需要防护！”1月27日下午，滁马高速滁州南收费站，一上海籍货车司机路过收费亭时，给刚换岗还没有来得及戴防护手套的收费员小朱递来一个包裹。打开一看，竟是一包医用手套！#你守护大家我守护你#！O暖！司机给收费员送防护手套 感动一站人 @人民网安徽频道 展开全文c
1279,1279,1279,#试试你的裤子#一直有个问题困惑着我：我很瘦为什么腿却很粗呢？ #疫情结束见面谁也别笑谁胖#
1280,1280,1280,【中央明确：#允许疫情高发区人员适当延期返程#】29日，中央应对新型冠状病毒感染肺炎疫情工作领导小组举行会议，部署有针对性加强防控工作。会议指出，要进行错峰疏导，指导有关单位允许来自疫情高发地区人员、非紧迫工作岗位人员适当延期返程，对高风险人群延长居家留观时间。湖北等疫情相对严重省市 展开全文c
1281,1281,1281,#试试你的裤子#一直有个问题困惑着我：我很瘦为什么腿却很粗呢？ #疫情结束见面谁也别笑谁胖#
1282,1282,1282,"【#湖南5人聚餐后被确诊为新冠肺炎# 其中1人去过武汉】#周刊君与你共同战疫# 截至1月28日24时，永州市新增新型冠状病毒感染的肺炎确诊病例4例，累计确诊病例11例，所有患者均在定点医院隔离治疗，病情稳定，无死亡病例。

永州市累计确诊的11例病例中，男性10例，女性1例，年龄介于28-51岁之间。其中3 展开全文c"
1283,1283,1283,#闲在家的消遣方式# #宅在家能无聊到什么程度# 又开始了是吗？只有你想不到，没有沙雕网友做不到
1284,1284,1284,#共同战疫#【#在家收外卖快递会被传染吗#】呼吸与危重症专家：这种感染风险是极低的，因为几乎所有人都戴上了口罩。所有人都戴上口罩我自己就安全了，这点非常重要，现在大家防范意识是非常强的。另外，拿外卖接触几率相对比较小，唯一可以接触的地方就是手提带。 L央视新闻的微博视频
1285,1285,1285,#全国人民花式抗疫大赏# ，在家宅着就是最好的抗疫！你的春节假期你怎么过的？ 你的春节假期你怎么过的？
1286,1286,1286,"【漫画图说】@OPiece海贼王 出品《新冠肺炎知识漫画》第三章：口罩篇
用海贼王的方式告诉你，疫情期间如何正确选择和佩戴口罩！
你们想知道乌索普是怎么戴口罩的吗？

opiece海贼王 #海贼王# #漫画# #漫画科普冠状病毒# #抗击新型肺炎我们在行动# #新冠肺炎# #全国确诊新型肺炎病例# 展开全文c"
1287,1287,1287,【#医护人员的睡姿# 泪目】他们，为我们苦战。他们，在与病毒厮杀。致敬！@央视新闻
1288,1288,1288,【小调查：你几天没洗头了？】#春节我为什么五天没洗头#来说说你几天没洗头了？ 来说说你几天没洗头了？
1289,1289,1289,"在日本、德国、瑞士、奥地利、美国等国的同胞们都注意了。
使馆领馆官方推荐的防疫措施，可直接支付宝连线中国医生在线问医，北京时间8点到凌晨12点，免费为全球华人服务。#超10国使馆启用中国方案#
世卫组织总干事都曾说：#各国应充分利用中国争取的机会窗口#。请问现在还有哪个国家在疫情面前能这么 展开全文c"
1290,1290,1290,【投票：你回家后出门聚餐了吗？】#一场同学会6人确诊# 1月29日，合肥市卫健委公布了1月29日合肥市报告新型冠状病毒感染的肺炎疫情情况。其中多名男性患者因参加同学聚会确诊，平均年龄22岁。#等国家说可以出门的时候# 你会出门吗？你回家后出门聚餐了吗？
1291,1291,1291,【投票：你的口罩多久换一次？】#2月底日产口罩1.8亿只# #普通人口罩不必一次一换# 中国疾控中心副主任冯子建表示，公众戴口罩，不必随时换，可根据清洁程度使用更长时间。你的口罩多久换一次？ 你的口罩多久换一次？
1292,1292,1292,#共同战疫#【转发周知！#病毒在毛质衣物上存活时间更短#】呼吸与危重症专家：病毒在衣服上存活的时间很短，短的几分钟，长的几个小时。一般越光滑的地方，病毒越容易存活。病毒在毛织品上存活时间相对要短，在空气中、在飞沫中存活的时间更长。毛质衣物上，如果没有近距离接触，病毒存活可能性很小。 展开全文c
1293,1293,1293,#西藏启动一级响应#【#西藏通报首例新型肺炎疑似病例#：患者为湖北随州人 由武昌乘火车到拉萨】1月29日，拉萨市卫健委发布通报，拉萨市发现首例新型肺炎疑似病例。患者张某某，34岁，男性，系湖北省随州市人。2020年1月22日—24日，经由武昌乘火车到达拉萨市，25日晚自行前往西藏自治区指定定点医疗机 展开全文c
1294,1294,1294,【突破！澳大利亚成功培育新型冠状病毒样本，属中国境外首次】据澳媒1月29日报道，澳大利亚科学家首次在中国以外的实验室，成功分离并培育出新型冠状病毒样本。据悉，该样本是从一名患者身上获得并培育的，实验结果将会与全球实验室共享，这将对疫苗研发和病毒早期检测带来很大帮助。 展开全文c
1295,1295,1295,"在家无聊到发霉不如撸个#新年发财妆#
避开化妆误区的几个小tips你都知道吗？
快来学习讨论"
1296,1296,1296,#互联网公司复工时间表# 大部分互联网公司上班时间均为2月3日起在家办公，2月10日在回公司上班，甚至有的公司直接放假到3月15号……你们公司几号开始上班呢？ 你们公司几号开始上班呢？
1297,1297,1297,"#AO心语#

没有网球的日子，不知道还要多久。
这样激动的时刻，赶快收藏！望梅止渴👇

澳网 L澳网AustralianOpen的微博视频"
1298,1298,1298,"#新春家庭秀才艺大比拼#
以前没时间做的事，
现在都慢慢学起来，
家庭新技能学会了，
发微博一起来分享吧！"
1299,1299,1299,王凯 感谢在抗疫一线辛勤付出的每一个人，点点微光，照亮希望，凝聚力量。武汉伢@王凯kkw 带你认识英雄城市的平凡英雄。#梦想电台# L腾讯视频的微博视频
1300,1300,1300,"【中央应对疫情工作领导小组会议：#疫情仍处于扩散阶段#，形势复杂严峻】1月29日召开的中央应对新型冠状病毒感染肺炎疫情工作领导小组会议指出，当前疫情防控正在全面推进，防控力度持续加大，但疫情仍处于扩散阶段，局部地区有迅速上升趋势，形势复杂严峻。
中央应对疫情工作领导小组会议强调，各地要 展开全文c"
